Year,Quarter,Month,Day,SAF (HEFA-SPK) FOB Straits $/mt (mirror),UCO FOB Straits $/mt,Earliest Date
2025,Qtr 4,November,24,2618.5,1075.00,2025-11-24 00:00:00
2025,Qtr 4,November,25,2603.25,1075.00,2025-11-25 00:00:00
2025,Qtr 4,November,26,2579.5,1070.00,2025-11-26 00:00:00
2025,Qtr 4,November,27,2544.5,1070.00,2025-11-27 00:00:00
2025,Qtr 4,November,28,2544.5,1069.00,2025-11-28 00:00:00
2025,Qtr 4,December,1,2544.5,1069.00,2025-12-01 00:00:00
2025,Qtr 4,December,2,2514.5,1069.00,2025-12-02 00:00:00
2025,Qtr 4,December,3,2500.75,1065.00,2025-12-03 00:00:00
2025,Qtr 4,December,4,2503.5,1065.00,2025-12-04 00:00:00
2025,Qtr 4,December,5,2297.25,1065.00,2025-12-05 00:00:00
2025,Qtr 4,December,8,2282.25,1060.00,2025-12-08 00:00:00
2025,Qtr 4,December,9,2289.25,1060.00,2025-12-09 00:00:00
2025,Qtr 4,December,10,2294,1060.00,2025-12-10 00:00:00
2025,Qtr 4,December,11,2276.5,1060.00,2025-12-11 00:00:00
2025,Qtr 4,December,12,2250,1060.00,2025-12-12 00:00:00
2025,Qtr 4,December,15,2234,1060.00,2025-12-15 00:00:00
2025,Qtr 4,December,16,2218.25,1060.00,2025-12-16 00:00:00
2025,Qtr 4,December,17,2229.5,1060.00,2025-12-17 00:00:00
2025,Qtr 4,December,18,2230,1055.00,2025-12-18 00:00:00
2025,Qtr 4,December,19,2227.5,1055.00,2025-12-19 00:00:00
2025,Qtr 4,December,22,2234.25,1055.00,2025-12-22 00:00:00
2025,Qtr 4,December,23,2250.25,1055.00,2025-12-23 00:00:00
2025,Qtr 4,December,24,2255,1055.00,2025-12-24 00:00:00
2025,Qtr 4,December,26,,1055.00,2025-12-26 00:00:00
2025,Qtr 4,December,29,2236.75,1055.00,2025-12-29 00:00:00
2025,Qtr 4,December,30,2238.5,1055.00,2025-12-30 00:00:00
2025,Qtr 4,December,31,2230.75,1055.00,2025-12-31 00:00:00
2026,Qtr 1,January,2,2219.25,1055.00,2026-01-02 00:00:00
2026,Qtr 1,January,5,2239.25,1052.00,2026-01-05 00:00:00
